"","X","region","population","sex","age","education","income","statusquo","vote"
"2297",2297,"SA",250000,"F",20,"S",35000,-1.29617,"N"
"2298",2298,"SA",250000,"F",38,"PS",15000,-0.95617,"U"
"2299",2299,"SA",250000,"M",47,"P",35000,-1.14049,"N"
"2300",2300,"SA",250000,"M",22,"S",35000,-1.21834,"N"
"2301",2301,"SA",250000,"F",21,"S",15000,-0.64023,"U"
"2302",2302,"SA",250000,"F",36,"P",35000,0.1869,"U"
"2303",2303,"SA",250000,"M",24,"P",35000,-1.29617,"N"
"2304",2304,"SA",250000,"M",48,"P",7500,0.51408,"U"
"2305",2305,"SA",250000,"M",40,"S",15000,-0.37943,"U"
"2306",2306,"SA",250000,"F",19,"S",15000,-0.68396,"N"
"2307",2307,"SA",250000,"M",43,"P",35000,-1.105,"N"
"2308",2308,"SA",250000,"M",24,"P",15000,-1.29617,"N"
"2309",2309,"SA",250000,"F",58,"P",15000,-0.16141,"Y"
"2310",2310,"SA",250000,"F",40,"P",7500,1.4612,"U"
"2311",2311,"SA",250000,"F",30,"S",75000,-0.61249,"N"
"2312",2312,"SA",250000,"M",39,"S",35000,0.95428,"U"
"2313",2313,"SA",250000,"F",37,"PS",75000,-0.49725,"N"
"2314",2314,"SA",250000,"M",65,"S",75000,0.61694,"Y"
"2315",2315,"SA",250000,"M",26,"S",75000,-0.90783,"N"
"2316",2316,"SA",250000,"F",69,"S",75000,1.5877,"Y"
"2317",2317,"SA",250000,"F",39,"P",15000,-0.00248,"U"
"2318",2318,"SA",250000,"M",21,"PS",75000,0.82279,"Y"
"2319",2319,"SA",250000,"F",30,"S",125000,0.86028,"Y"
"2320",2320,"SA",250000,"M",62,"S",125000,1.54808,"Y"
"2322",2322,"SA",250000,"M",30,"S",75000,0.4505,"N"
"2323",2323,"SA",250000,"M",40,"PS",35000,-1.07812,"N"
"2324",2324,"SA",250000,"F",26,"PS",125000,-1.21834,"N"
"2325",2325,"SA",250000,"F",40,"PS",125000,-0.97431,"U"
"2326",2326,"SA",250000,"M",50,"PS",35000,-0.89595,"N"
"2327",2327,"SA",250000,"M",21,"S",15000,-0.42948,"N"
"2328",2328,"SA",250000,"F",39,"S",15000,1.5877,"Y"
"2329",2329,"SA",250000,"F",18,"S",200000,-1.21834,"N"
"2330",2330,"SA",250000,"M",51,"S",125000,-0.77762,"N"
"2332",2332,"SA",250000,"M",52,"P",15000,-1.29617,"N"
"2333",2333,"SA",250000,"F",57,"P",15000,-1.07801,"U"
"2334",2334,"SA",250000,"M",20,"S",15000,-0.57538,"Y"
"2335",2335,"SA",250000,"F",29,"S",35000,-1.23667,"N"
"2336",2336,"SA",250000,"F",29,"S",15000,-0.4905,"U"
"2337",2337,"SA",250000,"F",37,"S",35000,0.56853,"U"
"2338",2338,"SA",250000,"M",39,"P",35000,-1.29617,"N"
"2340",2340,"SA",250000,"M",18,"S",75000,0.12997,"Y"
"2341",2341,"SA",250000,"F",44,"S",125000,0.59566,"Y"
"2342",2342,"SA",250000,"M",18,"S",125000,-1.04094,"A"
"2343",2343,"SA",250000,"F",32,"PS",35000,-1.2164,"N"
"2344",2344,"SA",250000,"M",41,"PS",75000,-1.21834,"N"
"2345",2345,"SA",250000,"F",25,"PS",35000,1.47725,"Y"
"2346",2346,"SA",250000,"F",50,"PS",35000,-1.21695,"N"
"2347",2347,"SA",250000,"M",19,"S",125000,-1.21923,"U"
"2348",2348,"SA",250000,"M",43,"PS",200000,-1.19755,"N"
"2349",2349,"SA",250000,"M",37,"PS",125000,-1.29617,"N"
"2350",2350,"SA",250000,"F",30,"PS",200000,-1.14799,"N"
"2351",2351,"SA",250000,"F",25,"PS",125000,0.12788,"A"
"2352",2352,"SA",250000,"F",54,"S",200000,-1.07456,"N"
"2353",2353,"SA",250000,"M",36,"PS",15000,-0.79562,"N"
"2354",2354,"SA",250000,"F",45,"PS",125000,-0.89052,"N"
"2355",2355,"SA",250000,"M",33,"PS",35000,0.49274,"Y"
"2356",2356,"SA",250000,"M",36,"S",125000,-1.01959,"N"
"2357",2357,"SA",250000,"F",25,"PS",200000,-0.70916,"Y"
"2358",2358,"SA",250000,"M",19,"S",75000,-0.2023,"N"
"2359",2359,"SA",250000,"F",51,"S",75000,0.79215,"Y"
"2360",2360,"SA",250000,"F",59,"S",7500,0.34139,"U"
"2361",2361,"SA",250000,"F",44,"P",15000,-0.98019,"U"
"2362",2362,"SA",250000,"F",24,"S",35000,1.35051,"U"
"2363",2363,"SA",250000,"M",40,"P",35000,0.80029,"U"
"2365",2365,"SA",250000,"M",35,"S",35000,0.56362,"U"
"2366",2366,"SA",250000,"M",54,"P",2500,-0.76673,"U"
"2367",2367,"SA",250000,"M",19,"P",15000,0.81038,"N"
"2368",2368,"SA",250000,"F",59,"P",15000,1.17809,"Y"
"2369",2369,"SA",250000,"F",43,"P",2500,0.19986,"U"
"2370",2370,"SA",250000,"F",21,"S",7500,-1.28924,"N"
"2371",2371,"SA",250000,"M",45,"P",15000,-0.25284,"Y"
"2372",2372,"SA",250000,"F",18,"S",15000,-1.11716,"N"
"2373",2373,"SA",250000,"F",39,"PS",35000,1.51307,"Y"
"2374",2374,"SA",250000,"F",56,"PS",35000,0.8355,"Y"
"2375",2375,"SA",250000,"M",25,"S",35000,-1.10496,"N"
"2376",2376,"SA",250000,"M",20,"P",7500,-1.14301,"N"
"2377",2377,"SA",250000,"F",23,"P",15000,0.4373,"Y"
"2378",2378,"SA",250000,"F",48,"P",7500,-1.20796,"U"
"2379",2379,"SA",250000,"M",52,"S",7500,-0.54071,"Y"
"2380",2380,"SA",250000,"M",37,"PS",35000,1.45597,"Y"
"2382",2382,"SA",250000,"F",32,"S",15000,0.28981,"U"
"2383",2383,"SA",250000,"M",25,"S",35000,-0.70525,"N"
"2384",2384,"SA",250000,"M",51,"P",15000,1.3991,"Y"
"2385",2385,"SA",250000,"F",41,"P",15000,-0.88148,"U"
"2386",2386,"SA",250000,"M",39,"P",35000,1.09571,"U"
"2387",2387,"SA",250000,"F",45,"S",7500,-1.07386,"U"
"2388",2388,"SA",250000,"M",20,"S",15000,-0.40275,"N"
"2389",2389,"SA",250000,"F",21,"S",15000,-1.15838,"U"
"2390",2390,"SA",250000,"M",70,"P",15000,1.48678,"Y"
"2391",2391,"SA",250000,"M",36,"S",15000,0.20902,"A"
"2392",2392,"SA",250000,"F",42,"P",15000,0.03978,"U"
"2393",2393,"SA",250000,"F",43,"S",15000,-1.21834,"N"
"2394",2394,"SA",250000,"F",20,"S",15000,-0.58372,"N"
"2395",2395,"SA",250000,"M",34,"S",35000,-0.65956,"N"
"2396",2396,"SA",250000,"M",60,"P",2500,0.81317,"Y"
"2397",2397,"SA",250000,"M",36,"S",35000,-1.2727,"U"
"2398",2398,"SA",250000,"M",21,"S",15000,-0.31678,"Y"
"2399",2399,"SA",250000,"F",20,"S",15000,-1.21974,"N"
"2400",2400,"SA",250000,"F",36,"S",15000,-0.78437,"U"
"2401",2401,"SA",250000,"F",62,"P",35000,0.19019,"Y"
"2402",2402,"SA",250000,"F",20,"S",35000,-1.25795,"N"
"2403",2403,"SA",250000,"M",38,"S",200000,-0.7933,"N"
"2404",2404,"SA",250000,"M",20,"PS",75000,-1.11878,"N"
"2405",2405,"SA",250000,"M",35,"PS",200000,1.2692,"Y"
"2406",2406,"SA",250000,"M",18,"S",200000,0.53171,"N"
"2407",2407,"SA",250000,"F",29,"S",75000,-0.16923,"U"
"2408",2408,"SA",250000,"F",18,"S",125000,-1.1464,"N"
"2409",2409,"SA",250000,"F",43,"S",75000,-0.08924,"A"
"2410",2410,"SA",250000,"M",42,"PS",75000,1.16774,"Y"
"2411",2411,"SA",250000,"F",27,"PS",200000,-1.10282,"N"
"2412",2412,"SA",250000,"M",32,"PS",125000,-1.21974,"N"
"2413",2413,"SA",250000,"M",63,"S",75000,0.49426,"N"
"2414",2414,"SA",250000,"F",36,"PS",75000,0.18235,"Y"
"2415",2415,"SA",250000,"M",36,"S",125000,0.51557,"N"
"2416",2416,"SA",250000,"M",33,"PS",200000,-0.87064,"N"
"2417",2417,"SA",250000,"M",69,"S",125000,1.38413,"Y"
"2418",2418,"SA",250000,"F",31,"S",200000,-0.65985,"N"
"2419",2419,"SA",250000,"F",58,"S",125000,0.8853,"U"
"2420",2420,"SA",250000,"F",42,"S",125000,1.55399,"Y"
"2421",2421,"SA",250000,"F",22,"PS",35000,-1.01283,"N"
"2422",2422,"SA",250000,"F",57,"PS",15000,-1.29617,"N"
"2423",2423,"SA",250000,"F",43,"PS",125000,-0.68084,"N"
"2424",2424,"SA",250000,"M",41,"PS",75000,0.91259,"Y"
"2426",2426,"SA",250000,"M",28,"PS",75000,-0.83829,"N"
"2427",2427,"SA",250000,"F",20,"PS",200000,1.40361,"Y"
"2428",2428,"SA",250000,"F",24,"PS",125000,-1.04256,"N"
"2430",2430,"SA",250000,"M",42,"PS",125000,-1.29617,"N"
"2431",2431,"SA",250000,"M",61,"PS",75000,1.55477,"Y"
"2432",2432,"SA",250000,"M",34,"PS",125000,0.54349,"N"
"2433",2433,"SA",250000,"F",26,"PS",200000,0.86287,"Y"
"2434",2434,"SA",250000,"F",60,"PS",200000,1.39831,"Y"
"2435",2435,"SA",250000,"F",36,"PS",200000,1.04278,"Y"
"2436",2436,"SA",250000,"F",41,"PS",200000,-0.31354,"U"
"2437",2437,"SA",250000,"M",67,"PS",200000,1.44244,"Y"
"2439",2439,"SA",250000,"F",50,"S",200000,1.01542,"Y"
"2440",2440,"SA",250000,"M",46,"PS",200000,0.8246,"Y"
"2442",2442,"SA",250000,"F",42,"PS",35000,-1.10454,"N"
"2447",2447,"SA",250000,"F",46,"S",125000,-1.02597,"N"
"2448",2448,"SA",250000,"F",31,"S",75000,-1.21862,"N"
"2450",2450,"SA",250000,"M",28,"PS",200000,1.21705,"Y"
"2451",2451,"SA",250000,"F",54,"PS",15000,0.81109,"Y"
"2452",2452,"SA",250000,"F",36,"PS",200000,-1.29617,"N"
"2454",2454,"SA",250000,"F",45,"S",200000,-1.00115,"A"
"2457",2457,"SA",250000,"F",59,"P",15000,0.88849,"Y"
"2459",2459,"SA",250000,"F",45,"P",7500,0.51627,"N"
"2460",2460,"SA",250000,"F",24,"PS",200000,-1.14049,"N"
"2461",2461,"SA",250000,"F",47,"S",125000,1.07339,"Y"
"2463",2463,"SA",250000,"M",46,"PS",200000,-0.66689,"N"
"2464",2464,"SA",250000,"F",21,"PS",35000,-1.29617,"N"
"2465",2465,"SA",250000,"F",39,"PS",200000,-1.25656,"N"
"2466",2466,"SA",250000,"F",36,"S",75000,-0.94168,"N"
"2467",2467,"SA",250000,"F",58,"S",35000,-0.40122,"N"
"2468",2468,"SA",250000,"M",53,"S",125000,-1.0295,"N"
"2469",2469,"SA",250000,"F",26,"PS",125000,-1.21834,"N"
"2471",2471,"SA",250000,"M",19,"PS",200000,1.51858,"Y"
"2472",2472,"SA",250000,"M",53,"PS",200000,-0.30982,"U"
"2473",2473,"SA",250000,"M",55,"S",200000,1.27096,"Y"
"2474",2474,"SA",250000,"F",23,"PS",200000,0.64011,"Y"
"2475",2475,"SA",250000,"F",58,"S",125000,1.1348,"Y"
"2476",2476,"SA",250000,"M",60,"PS",200000,1.21964,"Y"
"2477",2477,"SA",250000,"F",68,"S",75000,0.84667,"Y"
"2478",2478,"SA",250000,"F",35,"PS",200000,0.7711,"Y"
"2479",2479,"SA",250000,"M",27,"PS",200000,1.29798,"Y"
"2480",2480,"SA",250000,"F",25,"PS",125000,1.39006,"Y"
"2481",2481,"SA",250000,"F",62,"S",35000,-0.95218,"U"
"2482",2482,"SA",250000,"M",70,"PS",125000,-1.06052,"N"
"2483",2483,"SA",250000,"M",21,"PS",200000,0.43376,"Y"
"2484",2484,"SA",250000,"F",35,"PS",125000,1.15286,"Y"
"2485",2485,"SA",250000,"F",35,"PS",200000,-0.93773,"N"
"2487",2487,"SA",250000,"F",27,"PS",200000,0.97308,"Y"
"2488",2488,"SA",250000,"F",40,"PS",200000,0.94765,"N"
"2490",2490,"SA",250000,"M",44,"PS",200000,0.47231,"Y"
"2491",2491,"SA",250000,"M",40,"P",15000,1.26093,"Y"
"2492",2492,"SA",250000,"F",27,"P",7500,1.34623,"U"
"2493",2493,"SA",250000,"F",42,"S",35000,0.13769,"U"
"2494",2494,"SA",250000,"M",29,"S",35000,1.47615,"Y"
"2495",2495,"SA",250000,"F",42,"S",15000,-0.15878,"U"
"2496",2496,"SA",250000,"M",23,"S",15000,-1.29617,"N"
"2497",2497,"SA",250000,"F",53,"P",15000,0.47051,"U"
"2498",2498,"SA",250000,"F",53,"P",35000,0.13118,"Y"
"2499",2499,"SA",250000,"F",20,"PS",35000,-0.01053,"U"
"2500",2500,"SA",250000,"M",44,"S",35000,1.43793,"Y"
"2501",2501,"SA",250000,"M",39,"PS",200000,1.33168,"Y"
"2502",2502,"SA",250000,"M",25,"PS",125000,1.32577,"Y"
"2503",2503,"SA",250000,"F",64,"S",35000,1.14675,"Y"
"2504",2504,"SA",250000,"F",30,"PS",200000,-0.23212,"U"
"2505",2505,"SA",250000,"F",27,"PS",125000,0.29437,"N"
"2506",2506,"SA",250000,"M",33,"PS",75000,-1.11336,"N"
"2507",2507,"SA",250000,"M",59,"PS",35000,-0.98643,"N"
"2508",2508,"SA",250000,"F",57,"PS",75000,-0.62986,"N"
"2509",2509,"SA",250000,"F",28,"PS",125000,1.51437,"Y"
"2510",2510,"SA",250000,"F",38,"PS",125000,0.00744,"U"
"2511",2511,"SA",250000,"F",65,"S",75000,-1.2727,"N"
"2512",2512,"SA",250000,"F",24,"PS",75000,-0.45879,"N"
"2513",2513,"SA",250000,"M",18,"S",125000,0.9846,"Y"
"2514",2514,"SA",250000,"M",45,"PS",200000,1.14072,"Y"
"2515",2515,"SA",250000,"F",59,"S",200000,-0.56959,"N"
"2516",2516,"SA",250000,"F",36,"S",125000,-1.0404,"N"
"2517",2517,"SA",250000,"M",26,"PS",75000,-0.41596,"N"
"2518",2518,"SA",250000,"F",24,"S",75000,-0.84257,"A"
"2519",2519,"SA",250000,"F",44,"PS",200000,-1.09949,"N"
"2520",2520,"SA",250000,"M",36,"PS",200000,1.24045,"Y"
"2521",2521,"SA",250000,"F",19,"PS",15000,-1.08103,"U"
"2523",2523,"SA",250000,"M",36,"PS",35000,-0.59471,"U"
"2524",2524,"SA",250000,"F",37,"P",15000,-1.25795,"A"
"2525",2525,"SA",250000,"M",65,"PS",35000,-0.72986,"U"
"2526",2526,"SA",250000,"M",25,"S",35000,-0.50191,"N"
"2527",2527,"SA",250000,"M",42,"PS",35000,-1.29617,"N"
"2528",2528,"SA",250000,"F",48,"S",15000,-0.69361,"U"
"2529",2529,"SA",250000,"F",64,"P",35000,0.33848,"U"
"2530",2530,"SA",250000,"F",21,"S",7500,-1.29617,"U"
"2531",2531,"SA",250000,"M",40,"S",15000,-1.11196,"N"
"2532",2532,"SA",250000,"F",18,"PS",75000,-0.89384,"N"
"2533",2533,"SA",250000,"M",18,"S",35000,-0.29008,"A"
"2534",2534,"SA",250000,"M",70,"P",35000,0.83966,"U"
"2535",2535,"SA",250000,"F",70,"S",7500,0.63256,"Y"
"2536",2536,"SA",250000,"M",36,"S",35000,1.12501,"Y"
"2537",2537,"SA",250000,"F",37,"S",35000,1.5877,"Y"
"2538",2538,"SA",250000,"M",32,"S",125000,0.6372,"Y"
"2539",2539,"SA",250000,"F",23,"S",35000,-0.72594,"U"
"2541",2541,"SA",250000,"F",51,"P",7500,1.50846,"Y"
"2543",2543,"SA",250000,"F",24,"P",15000,0.47213,"Y"
"2544",2544,"SA",250000,"M",67,"S",7500,1.54808,"Y"
"2546",2546,"SA",250000,"F",66,"P",7500,0.59034,"U"
"2549",2549,"SA",250000,"F",26,"S",15000,0.089,"U"
"2551",2551,"SA",250000,"M",43,"PS",15000,-0.73756,"N"
"2552",2552,"SA",250000,"F",21,"PS",7500,-1.15231,"N"
"2553",2553,"SA",250000,"F",54,"P",15000,-1.29617,"N"
"2554",2554,"SA",250000,"F",57,"P",2500,-1.18463,"N"
"2556",2556,"SA",250000,"M",33,"S",15000,-1.29617,"N"
"2557",2557,"SA",250000,"F",49,"P",35000,0.2803,"Y"
"2559",2559,"SA",250000,"F",49,"P",35000,-1.29617,"N"
"2560",2560,"SA",250000,"F",18,"S",15000,1.25462,"Y"
"2562",2562,"SA",250000,"F",44,"P",7500,-1.29617,"N"
"2563",2563,"SA",250000,"F",23,"S",7500,-1.29617,"N"
"2564",2564,"SA",250000,"F",37,"S",15000,-0.88301,"U"
"2566",2566,"SA",250000,"M",65,"S",35000,-1.25656,"N"
"2568",2568,"SA",250000,"F",47,"S",75000,0.8666,"Y"
"2569",2569,"SA",250000,"F",18,"S",75000,0.88085,"Y"
"2571",2571,"SA",250000,"F",68,"P",15000,-0.94732,"Y"
"2572",2572,"SA",250000,"F",34,"S",15000,-0.13523,"N"
"2573",2573,"SA",250000,"M",19,"PS",15000,-0.43799,"U"
"2574",2574,"SA",250000,"F",37,"P",35000,-1.06713,"N"
"2575",2575,"SA",250000,"M",46,"S",15000,-0.03259,"U"
"2576",2576,"SA",250000,"F",56,"P",7500,-1.08236,"A"
"2577",2577,"SA",250000,"M",43,"P",15000,1.31037,"U"
"2578",2578,"SA",250000,"F",24,"PS",35000,-0.27129,"U"
"2579",2579,"SA",250000,"M",40,"P",7500,-0.7414,"Y"
"2581",2581,"SA",250000,"F",45,"S",15000,-0.23627,"U"
"2583",2583,"SA",250000,"M",46,"PS",125000,0.35459,"Y"
"2584",2584,"SA",250000,"F",25,"S",15000,0.46676,"U"
"2585",2585,"SA",250000,"M",23,"S",75000,-1.06529,"N"
"2586",2586,"SA",250000,"F",39,"S",35000,-0.32437,"U"
"2587",2587,"SA",250000,"M",70,"S",35000,-0.96744,"N"
"2588",2588,"SA",250000,"M",21,"PS",15000,-0.57825,"N"
"2589",2589,"SA",250000,"M",64,"S",35000,-1.29617,"N"
"2590",2590,"SA",250000,"F",18,"S",7500,0.30916,"N"
"2591",2591,"SA",250000,"M",60,"S",35000,-0.99525,"N"
"2592",2592,"SA",250000,"M",21,"S",35000,-0.15297,"N"
"2593",2593,"SA",250000,"F",29,"PS",15000,1.11064,"Y"
"2594",2594,"SA",250000,"F",36,"S",35000,0.28844,"Y"
"2595",2595,"SA",250000,"F",62,"S",15000,1.35,"Y"
"2596",2596,"SA",250000,"M",40,"PS",15000,-1.1464,"A"
"2597",2597,"SA",250000,"F",44,"P",7500,1.20702,"Y"
"2598",2598,"SA",250000,"F",21,"S",35000,-1.25795,"N"
"2599",2599,"SA",250000,"M",34,"S",15000,-0.77873,"N"
"2601",2601,"M",62500,"M",52,"P",35000,1.5877,"Y"
"2602",2602,"M",62500,"F",33,"P",125000,1.59296,"Y"
"2603",2603,"M",62500,"F",36,"PS",15000,1.28539,"Y"
"2604",2604,"M",62500,"F",60,"P",2500,0.14736,"Y"
"2605",2605,"M",62500,"M",32,"P",7500,0.62706,"A"
"2606",2606,"M",62500,"M",34,"S",15000,1.47693,"Y"
"2607",2607,"M",62500,"F",29,"P",15000,0.96567,"Y"
"2608",2608,"M",62500,"F",32,"P",2500,-1.16306,"N"
"2609",2609,"M",62500,"F",46,"P",7500,-1.22114,"Y"
"2611",2611,"M",62500,"M",39,"S",35000,0.76436,"Y"
"2613",2613,"M",62500,"F",22,"S",35000,-0.70446,"N"
"2614",2614,"M",62500,"M",60,"S",15000,-1.29617,"N"
"2615",2615,"M",62500,"F",38,"P",15000,1.28086,"Y"
"2616",2616,"M",62500,"M",27,"P",15000,-1.22876,"N"
"2618",2618,"M",62500,"F",37,"P",15000,0.72189,"U"
"2619",2619,"M",62500,"M",25,"S",7500,0.83264,"Y"
"2623",2623,"M",15000,"F",18,"S",35000,1.28615,"Y"
"2625",2625,"M",15000,"F",35,"P",7500,0.28762,"U"
"2626",2626,"M",15000,"M",18,"S",35000,-0.50889,"Y"
"2630",2630,"M",15000,"M",65,"P",35000,0.43236,"Y"
"2631",2631,"M",15000,"M",54,"P",35000,0.73822,"U"
"2632",2632,"M",15000,"F",45,"S",15000,1.08531,"U"
"2634",2634,"M",15000,"M",26,"S",15000,-1.08862,"N"
"2635",2635,"M",15000,"F",26,"PS",35000,-1.29617,"N"
"2636",2636,"M",15000,"F",33,"P",7500,0.12468,"U"
"2638",2638,"M",15000,"F",57,"P",2500,-0.15649,"U"
"2643",2643,"M",25000,"M",21,"S",15000,0.80466,"U"
"2644",2644,"M",25000,"F",40,"S",35000,-0.67588,"N"
"2645",2645,"M",25000,"F",35,"P",15000,1.41575,"U"
"2646",2646,"M",25000,"F",19,"P",7500,-0.5399,"N"
"2647",2647,"M",25000,"F",26,"S",15000,-0.52483,"U"
"2648",2648,"M",25000,"F",68,"P",35000,1.12768,"U"
"2649",2649,"M",25000,"M",25,"S",7500,0.08413,"A"
"2650",2650,"M",25000,"M",60,"P",35000,-0.98577,"N"
"2652",2652,"M",25000,"M",32,"P",35000,1.29393,"Y"
"2653",2653,"M",25000,"F",42,"P",7500,1.43577,"Y"
"2656",2656,"M",25000,"F",20,"S",15000,1.61371,"U"
"2657",2657,"M",25000,"F",55,"P",7500,-0.33917,"Y"
"2658",2658,"M",25000,"F",47,"P",15000,0.78755,"U"
"2661",2661,"M",87500,"F",55,"S",35000,1.44322,"Y"
"2662",2662,"M",87500,"M",27,"S",75000,1.24288,"N"
"2663",2663,"M",87500,"F",40,"S",15000,-0.09014,"Y"
"2664",2664,"M",87500,"M",42,"S",75000,-0.43601,"N"
"2665",2665,"M",87500,"F",21,"S",35000,0.95741,"Y"
"2666",2666,"M",87500,"M",18,"S",15000,0.16797,"N"
"2667",2667,"M",87500,"M",38,"P",15000,1.33029,"U"
"2668",2668,"M",87500,"F",22,"P",35000,0.33831,"U"
"2669",2669,"M",87500,"F",67,"P",7500,-1.29617,"N"
"2670",2670,"M",87500,"M",33,"P",15000,-1.02512,"Y"
"2671",2671,"M",87500,"M",42,"PS",125000,1.318,"Y"
"2672",2672,"M",87500,"F",27,"S",35000,1.47693,"Y"
"2673",2673,"M",87500,"F",36,"PS",75000,1.29875,"Y"
"2674",2674,"M",87500,"F",20,"PS",75000,-0.6093,"U"
"2675",2675,"M",87500,"M",21,"S",75000,-0.49903,"N"
"2676",2676,"M",87500,"M",26,"S",15000,0.51739,"Y"
"2677",2677,"M",87500,"M",38,"P",7500,-1.19458,"U"
"2678",2678,"M",87500,"F",41,"P",35000,1.54243,"Y"
"2679",2679,"M",87500,"F",57,"P",35000,1.54947,"Y"
"2680",2680,"M",87500,"F",21,"P",35000,1.35,"Y"
"2681",2681,"M",15000,"M",34,"P",15000,-1.33066,"N"
"2682",2682,"M",15000,"M",51,"P",7500,-1.25795,"N"
"2683",2683,"M",15000,"F",25,"P",2500,0.35489,"Y"
"2686",2686,"M",15000,"F",62,"P",15000,1.44059,"Y"
"2687",2687,"M",15000,"M",32,"S",15000,1.51655,"Y"
"2688",2688,"M",15000,"F",43,"P",35000,-0.17755,"Y"
"2689",2689,"M",15000,"M",56,"P",15000,1.46057,"Y"
"2691",2691,"M",15000,"M",20,"P",35000,0.85425,"Y"
"2692",2692,"M",15000,"F",21,"S",35000,1.22231,"Y"
"2693",2693,"M",15000,"F",19,"P",2500,-0.33442,"U"
"2694",2694,"M",15000,"F",41,"P",7500,-0.61449,"U"
"2695",2695,"M",15000,"M",42,"S",35000,-0.00233,"U"
"2696",2696,"M",15000,"M",42,"P",15000,-1.26247,"N"
"2697",2697,"M",15000,"F",28,"P",15000,1.3295,"Y"
"2698",2698,"M",15000,"F",44,"P",75000,1.42045,"Y"
"2700",2700,"M",15000,"M",20,"PS",35000,1.38179,"Y"
